def_rank,name,conemass,direct_dependents,title
328,MediumPNT_defs,1.2622,17,"Smoothed Chebyshev function $\psi_\epsilon(X)$ as a vertical contour integral, its rectangle-contour pieces $I_1,\dots,I_9$, and zero-free-region bounds on $\zeta'/\zeta$"
329,ZengPryadkoConjecture18Counterexample,1.2500,3,CSS data and a three-identity degree-two tensor word
330,agt_regret,1.2500,3,"The online model, regret, and correlated equilibria"
331,erdos1947,1.2500,2,Erdős–Ramsey model: monochromatic $k$-sets on a graph
332,mme_CW_auxiliary_RHS_coupled,1.2440,2,CW Section 8 auxiliary expression with a free coupled base
333,LinearOptimization_EllipsoidMethod,1.2262,5,The ellipsoid method
334,LinearOptimization_DualLP,1.2094,6,The dual linear programming problem
335,Erdos9796Counting_Cap_Partition,1.2081,5,Counting transfer definition Erdos9796Counting_Cap_Partition
336,JuilletExcursionCoupling,1.2058,7,Juillet's excursion coupling as a completed-graph occupation measure
337,Thurston23_eisenstein,1.2017,4,"The Bianchi group $\mathrm{SL}_2(\mathbb{Z}[\omega])$, its congruence subgroup of level $3+\omega$, and the box over a rhombus"
338,ConvexOptimization_IsLownerJohn,1.2000,3,Minimum-volume covering (Löwner–John) ellipsoid
339,VectorSpaceOpt_lagrangian,1.2000,2,VectorSpaceOpt.lagrangian
340,rowSumB,1.1936,2,Signed row sum under a Boolean coloring
341,MTT_Cohomology_Boundary,1.1881,7,Boundary symbols: $\Gamma_1(N)$-equivariant cusp data and their boundary cochains
342,sgl_elim_solution,1.1867,1,Eliminating the last scratch tape
343,sgl_loop_answer,1.1867,1,
344,sgl_mark_times,1.1867,1,
345,sgl_traj_margin,1.1867,1,
346,qpr_alphabet_relabelling,1.1792,6,Alphabet relabelling for entangled games
347,SourceCoding_entropy,1.1667,3,Shannon entropy (base D)
348,eulerMascheroni_p2PrimitiveNormalization,1.1667,2,Primitive integer normalization of the P2 rational approximants
349,mme_entropy_regional_CW_recipe,1.1608,4,Regional recipes with proved explicit entropy copy guarantees
350,MagicSquaresSpecial3,1.1429,3,Special classes of order-three magic squares: panmagic and symmetric
351,markov_entanglement_meanfield,1.1409,7,The mean-field limit of a restless bandit
352,mme_jensen,1.1365,1,
353,Devaney_chaos,1.1250,5,"Devaney's chaos: transitivity, sensitive dependence, dense periodic points"
354,Devaney_conjugacy,1.1250,5,Topological conjugacy and Cantor sets
355,Devaney_quadratic,1.1250,5,"The quadratic family $F_\mu$, its invariant set $\Lambda$, and itineraries"
356,mme_stothers_fourth_data,1.1141,17,Davie--Stothers fourth-power data
357,CannonFloydParry_TreeDiagrams,1.1111,4,Tree diagrams for Thompson's group $F$
358,exp4Policy,1.1055,5,
359,LinearOptimization_ReducedCost,1.1052,3,Reduced cost $\bar{c}_j = c_j - c_B'B^{-1}A_j$
360,Erdos9796Counting_Moser_Triangle,1.1010,3,Counting transfer definition Erdos9796Counting_Moser_Triangle
361,FormalizedScopeReach_REACH,1.0833,1,Outcome-avoiding sampling and REACH
362,Erdos9796FiniteNine_Shell,1.0832,2,Finite-nine endpoint shell
363,Erdos9796Counting_CGN_CGN4g,1.0720,10,Counting transfer definition Erdos9796Counting_CGN_CGN4g
364,LinearOptimization_MaxFlowProblem,1.0714,2,Maximum flow problem
365,OpenGA_MeasuredReferenceBall,1.0674,2,A finite measured reference ball
366,mm_network,1.0643,5,"Electrical networks, hitting times, and cover times"
367,mme_omega_pos,1.0608,3,
368,Fejer_partialSum,1.0380,2,Partial sum of a Fourier series
369,Zeta23_FromPNTPlus_EulerMaclaurin,1.0362,3,First Bernoulli function $B_1(x) = x - \lfloor x\rfloor - 1/2$
370,Zeta23_FromPNTPlus_Fourier,1.0362,3,Fourier lemmas port: real-to-complex coercion instance
371,Zeta23_FromPNTPlus_Rectangle,1.0362,3,Rectangles in $\mathbb{C}$: the border of a rectangle
372,Zeta23_FromPNTPlus_ResidueCalcOnRectangles,1.0362,3,Contour integrals over rectangles: $H$/$V$-integrals and `RectangleIntegral`
373,Zeta23_FromPNTPlus_ZetaBounds,1.0362,3,Euler–Maclaurin representation $\zeta_0$ of the Riemann zeta function
374,VectorSpaceOpt_dualPositive,1.0333,2,VectorSpaceOpt.dualPositive
375,buying_to_bundle_market,1.0123,6,
376,LinearBanditProtocol,1.0123,7,
377,MSKleene_Iteration,1.0082,3,The $z$-iteration $L^{\star z}$
378,AaronsonAmbainis,1.0000,1,Variance and influence on the Boolean cube
379,BalancedAlgebra_core,1.0000,1,"Balanced algebras: partial algebras, ideals, units, associating and gregarious elements"
380,BertsekasDPModel,1.0000,1,"The basic stochastic control model, policy costs, and the DP recursion"
381,BertsekasGraphSearch,1.0000,1,"Graph search, base heuristics, and the rollout algorithm"
382,BirkhoffGlobalSection,1.0000,1,Planar circular restricted three-body dynamics and rational global sections
383,CoherentRisk,1.0000,1,
384,DeBruijnNewman_core,1.0000,1,The heat flow $H_t$ of the Riemann $\xi$ function and the constant $\Lambda$
385,Erdos142Basic,1.0000,1,Progression-free sets and the counting function $r_k(N)$
386,FCP_BatemanHorn,1.0000,1,"Bateman--Horn data: Bunyakovsky and Schinzel conditions, $\omega_p$, the partial Euler product and the counting function"
387,Hatcher_Covering,1.0000,1,"Hatcher §1.3: covering spaces, $p_*$ and $H=p_*\pi_1(\tilde X)$, isomorphisms, deck transformations, normal covers, covering space actions"
388,InverseGalois_realizability,1.0000,1,Galois realizations and realizability of a group over a field
389,KellyCriterion,1.0000,1,
390,Komlos_model,1.0000,1,Sign vectors and the Komlós property
391,MetricTSP_model,1.0000,1,"Metric TSP: tours, optimal cost, and the Held--Karp relaxation"
392,NavierStokes,1.0000,1,"The incompressible Navier–Stokes equations on $\mathbb{R}^n$: admissible data and physically reasonable solutions (Fefferman (1)–(4), (6), (7))"
393,PrimalDualOnline_FiniteLP,1.0000,1,"Finite covering/packing LP pair, optimality and $(\alpha,\beta)$ complementary slackness"
394,Rudin_ch01_order,1.0000,1,Rudin's least-upper-bound property of an ordered set
395,Rudin_ch02_topology,1.0000,1,"Limit points, open-cover compactness, and $k$-cells"
396,Rudin_ch03_series,1.0000,1,Partial sums and convergence of a series
397,Rudin_ch04_continuity,1.0000,1,Uniform continuity in the $\varepsilon$–$\delta$ form
398,Rudin_ch06_stieltjes,1.0000,1,"The Riemann–Stieltjes integral $\int_a^b f\,d\alpha$"
399,Rudin_ch07_families,1.0000,1,"Algebras of functions, equicontinuity, uniform closure"
400,Rudin_ch11_L2,1.0000,1,"The space $\mathscr{L}^2(\mu)$, its norm, Cauchy sequences and convergence in the mean"
401,SP4Sphere,1.0000,1,Standard four-sphere and smooth Poincaré predicates
402,SchinzelHypothesisH_core,1.0000,1,Admissibility for Hypothesis H: the Bunyakovsky and Schinzel conditions
403,StabilizerRank,1.0000,1,"Stabilizer states, stabilizer rank $\chi$, and the magic state $|H^{\otimes n}\rangle$"
404,VectorSpaceOpt_conjugate_gradient,1.0000,1,Total conjugate-gradient iteration
405,VectorSpaceOpt_isC1OnSegment,1.0000,1,VectorSpaceOpt.IsC1OnSegment
406,VectorSpaceOpt_pseudoinverse_predicate,1.0000,1,"§6.11, Definition — Minimum-norm least-squares pseudoinverse"
407,VectorSpaceOpt_quadratic_penalty,1.0000,1,Finite inequality violation and quadratic penalty
408,Z2nCubeFreeLayers,1.0000,1,Cube-free sets and layers in $\mathbb{Z}/2^n\mathbb{Z}$
409,agt_mechanism,1.0000,1,"Mechanisms, VCG, weak monotonicity, and single-parameter domains"
410,almostComplexToComplexStructure,1.0000,1,Smooth almost complex structure on a real manifold
411,cubic_p3_partition_models,1.0000,1,Models for cubic-graph $P_3$-factors and the C02 family
412,esquisse_dessins_basic,1.0000,1,"Belyi (Shabat) polynomials, affine equivalence, and the Galois action on $\overline{\mathbb{Q}}[X]$"
413,frame_2026_qsecant_interfaces,1.0000,1,q-Secant inversion-enumerator interfaces
414,mandelbrot_sets,1.0000,1,"The Mandelbrot and Multibrot sets, and attracting cycles"
415,opg169_planar_dichromatic,1.0000,1,"Planar orientations, directed cycles, and acyclic two-colorings"
416,opg1808_colored_tournaments,1.0000,1,Three-colored tournaments and monochromatic reachability
417,opg37271_star_edge_coloring,1.0000,1,Star edge colorings and subcubic simple graphs
418,opg37357_obstacle_number,1.0000,1,Polygonal obstacle drawings and ordinary obstacle number
419,opg401_circular_coloring,1.0000,1,Circular colorings and straight-line planarity for OPG-401
420,opg434_weak_pentagon,1.0000,1,"Weak-pentagon edge labels, odd cycles, and the sixteen-vertex target"
421,rybin2026_p02_joint_calculus_hilbert,1.0000,1,Joint continuous functional calculus on arbitrary complex Hilbert spaces
422,qpr_core_14,0.9919,2,"Sequential accept/stop dynamics, phase buckets, and coordinate-reveal histories"
423,OpenGA_ScalarWidthTrace,0.9905,2,Scalar and width traces across surgery times
424,mme_mm_spectral,0.9699,1,
425,mme_omega_normalize,0.9699,1,
426,Freiman_gapModel,0.9681,12,"Marked words, rational cylinders and explicit gap extremizers"
427,ContainsLine,0.9561,5,Polyhedron containing a line
428,MSKleene_SubstFam,0.9555,2,Occurrence counting and family substitution
429,ShiOptrates_Stochastic_Recursion,0.9500,1,$\mathrm{ExpectedDescent}$: the one-step recursion abstracting a stochastic method
430,sgl_finite_override,0.9357,1,
431,mme_six_symmetrized_tau_value,0.9219,19,Definition 3.3: six-symmetrized tau-value witnesses
432,BunkbedWZPoly,0.9173,4,The Wierman--Ziff difference polynomial for Hollom's hypergraph
433,mme_tensor_bridge,0.9143,9,
434,mme_subrank_capacity_poly,0.9091,7,
435,LinearOptimization_LagrangeanDual,0.9055,6,Lagrangean dual of an integer program
436,OpenGA_SurgeryComparisonProcess,0.9007,3,Scalar and width profiles with surgery volume control
437,TarchaBraids_HalfTwist,0.8929,4,"The elementary half-twist $\sigma_{i+1}$ as a loop in $B_{0,n}E^2$"
438,ContextualAdversarialBandit,0.8555,7,
439,Weil_perron,0.8348,4,"The truncated Perron integral $\frac{1}{2\pi i}\int_{\sigma-iT}^{\sigma+iT}G(s)\,x^{s}\,\frac{ds}{s}$"
440,ConvexOptimization_quadraticForms,0.8333,2,Quadratic functions and their symmetric block matrices
441,DKFAsymptotics_Filter,0.8333,1,Stationary Gaussian model and standard DKF recursion
442,Erdos81_edgePairPartition,0.8333,2,Canonical partition into two-vertex edge cliques
443,RobustOptimization_GRC,0.8333,1,The globalized robust counterpart: perturbation structures and the consistent distance
444,agt_matching,0.8333,2,"Matchings, stability, cores, and house allocation"
445,matrix_completion_neumann,0.8309,7,
446,MSKleene_Subterm,0.8234,3,The subterm order
447,UCRL2ConfidenceSets,0.8184,2,The confidence sets of UCRL2
448,Erdos9796Counting_CGN_CGN6,0.8128,9,Counting transfer definition Erdos9796Counting_CGN_CGN6
449,mme_common_hash_scale,0.8093,1,The maximum of all finite hash load quotients
450,mme_recursive_x_hash_families,0.8093,1,Recursive joint-profile and marginal families with actual affine bucket filters
451,mme_recursive_yz_physical_words,0.8093,1,Both halves and joint parent words in recursive Y/Z filtering
452,diffusion,0.7833,1,Grover diffusion operator
453,oracle,0.7833,1,Grover oracle
454,KServer_workfunctionU,0.7561,5,The unordered work function: the work function of an unlabelled configuration
455,MSKleene_RegSig,0.7543,1,"The regular signature $\mathrm{Reg}(S,\Sigma,Z)$"
456,mme_recursive_yz_boundary_data,0.7512,2,Exact CW5 boundary profiles and matrix dimensions
457,KN_HorizontalPadicLDensityExtension,0.7370,2,Positive-density enhancement of horizontal prime systems
458,qpr_core_10,0.7363,1,Finite-dimensional purification matrices and the purification of a strategy
459,Erdos9796Counting_MEC_Boundary,0.7303,3,Counting transfer definition Erdos9796Counting_MEC_Boundary
460,mme_recursive_yz_cell_partition,0.7294,2,Exact physical cell partitions and literal child-profile CW tensors
461,mme_kronFin_mode_pi_basis,0.7224,2,Function-indexed mode basis of a heterogeneous finite Kronecker product
462,Erdos9796Counting_Cap_Structure,0.7081,2,Counting transfer definition Erdos9796Counting_Cap_Structure
463,Erdos9796Counting_Moser_TriangleNonObtuse,0.7081,1,Counting transfer definition Erdos9796Counting_Moser_TriangleNonObtuse
464,shellIdx,0.6936,2,Quantized row-sum shell index
465,OpenGA_MeasuredSurgeryComparisonData,0.6924,4,Measured data for a surgery comparison process
466,mme_recursive_yz_stage_certificate,0.6923,1,Concrete recursive Y/Z stages and remaining intact-template assembly
467,exp4Analysis,0.6888,3,Exp4 analysis processes
468,mme_dwz_table2_integer_counts,0.6882,4,DWZ Table 2: exact integral histograms at scale 10^16
469,sgl_split_walk,0.6867,2,
470,OpenGA_WidthAreaEvolutionData,0.6774,2,Uniform area evolution for width comparison
471,mme_CW_support_pattern,0.6745,3,
472,mme_induced_word_zeroing,0.6745,5,Graded word blocks and coordinate-zeroing maps
473,HorizontalPadicL_LocalEulerFactorDegree,0.6722,1,Degree of an elliptic curve local Euler factor
474,opg37364_cut_pairs,0.6693,3,Crossing pairs for a graph cut
475,opg500_eight_vertex_graph,0.6667,2,The fixed eight-vertex OPG-500 candidate graph
476,ShiShallow_Cone,0.6642,5,Causal cones of layered circuits
477,MarkovDriftMinorization,0.6598,3,Small sets (minorization) and the geometric / polynomial drift conditions
478,Hirsch_circuit_model,0.6591,4,Maximal row-circuit walks and irredundant H-polytope presentations
479,OpenGA_WidthComparisonTrace,0.6572,4,Width traces with area-energy comparison witnesses
480,Erdos9796Counting_Dumitrescu_L6,0.6450,7,Counting transfer definition Erdos9796Counting_Dumitrescu_L6
481,ConvexOptimization_IsKKTPoint,0.6429,2,KKT point
482,mme_kronPow_position_permutation_linear_data,0.6375,1,Explicit position-permutation linear data for tensor powers
483,LinearOptimization_FeasibleDirection,0.6290,1,Feasible direction at a point of a polyhedron
484,ucbPolicy,0.6226,5,
485,mme_CW_q6_primary_hash_family,0.6222,2,Induced finite C-tensor fiber families for the coupled q=6 first hash
486,qpr_core_27,0.6199,1,Derived fields of a rounding context
487,spherical_great_circle,0.6190,3,Great circles of a real inner product space
488,ShiOptrates_Stochastic_Bridge,0.6167,2,$\mathrm{innerBilin}$: the real inner product as a continuous bilinear map
489,mme_kron_pow_mode_word_basis,0.6091,1,Recursive word bases for a tensor-power mode
490,ConvexOptimization_logBarrier,0.5909,2,Logarithmic barrier
491,MSKleene_RegAlgebra,0.5876,3,$\mathbf{T}_\Sigma(Z)^{\wp}$ as a regular algebra; interpretation
492,BunkbedTransferClasses,0.5840,2,The fifteen level-1 classes of Hollom's hypergraph
493,FormalizedScopeReach_Times,0.5833,1,Stopping times and the three estimators
494,Erdos9796FiniteNine_Forms,0.5832,1,Finite-nine escaped-class forms
495,Erdos9796Counting_Cap_PartitionFromMEC,0.5831,7,Counting transfer definition Erdos9796Counting_Cap_PartitionFromMEC
496,mme_basis_z_allowed_projection,0.5763,1,A Z-only allowed-basis projection for a tensor
497,CircleMethod_asymptotic,0.5719,2,"Waring's problem: representation counts, the main term, and the Farey dissection"
498,mme_recursive_profiled_CW_data,0.5673,7,Finite level-descending CW profile recipes with full copy costs
499,klucbFailureCount,0.5573,3,KL-UCB selected-round failure counts
500,Zeta23_Defs,0.5432,2,Zeta23 — abstract zero configurations and taper data
501,Zeta23_FromPNTPlus_StrongPNTPrefix,0.5432,2,Blaschke-factor machinery for counting zeros in a disk
502,Zeta23_Hypotheses,0.5432,2,Zeta23 — the packaged analytic inputs
503,Zeta23_Statement,0.5432,2,Zeta23 — nontrivial zeros of ζ and the counting functions
504,Erdos9796Counting_ConvexCyclicOrder_Construct,0.5399,7,Counting transfer definition Erdos9796Counting_ConvexCyclicOrder_Construct
505,Erdos9796Counting_MEC_ArcAngle,0.5399,7,Counting transfer definition Erdos9796Counting_MEC_ArcAngle
506,Fejer_cesaroMean,0.5380,3,Cesàro (Fejér) mean of a Fourier series
507,Freiman_middleRepair,0.5351,7,Freiman report-normalized middle model: middleRepair
508,mme_complete_split_profile_projection,0.5257,4,All-mode complete-split profile projections
509,asymptoticUcbFailureCount,0.5213,3,The two UCB failure counts in Eq. (8.4)
510,sgl_half_walk,0.5200,1,
511,sgl_left_loop,0.5200,1,
512,mme_cyclicSymmetrization_public_perm,0.5196,4,Cyclic symmetrization via the public cyclic mode permutation
513,Geometry_AlmostLosslessBlock,0.5179,3,Aether Catalog definitions — Geometry_AlmostLosslessBlock
514,Geometry_AlmostLosslessChecksum,0.5179,3,Aether Catalog definitions — Geometry_AlmostLosslessChecksum
515,KServer_finite_game,0.5061,3,Finite k-server minimax game with stopping and an arbitrary prefix payoff
516,BertsekasLCState,0.5000,1,"The label correcting algorithm: state, initialization, and step relation"
517,BoydChua,0.5000,1,"Fading memory, time invariance, moving averages and convolution functionals, in discrete and continuous time"
518,BurauFaithful_UnreducedBurau,0.5000,1,"The unreduced Burau representation $\rho_n : B_n \to \mathrm{GL}_n(\mathbb{Z}[t,t^{-1}])$"
519,Esgk_Foundation,0.5000,1,Finite indexed planar configurations
520,GT_grt1,0.5000,1,The Lie algebra $\mathfrak{grt}_1$ and the Ihara bracket
521,Gelbart_hecke_conditions,0.5000,1,Hecke's conditions (A) and (B)
522,LinearOptimization_PathFollowing,0.5000,1,Primal path following algorithm
523,NgoRootDatumIsogeny,0.5000,1,"Isogeny of root data, lattice index, and good base rings"
524,SubnormalCover_uniformCover,0.5000,1,Uniform covers of a group by cosets
525,VectorSpaceOpt_aligned,0.5000,1,Alignment of a vector with a functional
526,VectorSpaceOpt_restrictedConcaveConjugate,0.5000,1,VectorSpaceOpt.restrictedConcaveConjugate
527,VectorSpaceOpt_restrictedConvexConjugate,0.5000,1,VectorSpaceOpt.restrictedConvexConjugate
528,VectorSpaceOpt_support_functional,0.5000,1,Support functional of a set
529,WeilTypeAbelianVarieties,0.5000,1,"Polarized abelian varieties of Weil type, Hodge–Weil classes, the discriminant, and algebraic classes via projective realizations"
530,gribov_gauge_fixing,0.5000,1,"Gauge fixing, principal actions and weak contractibility"
531,gribov_gauge_group,0.5000,1,Gauge group of the trivial $SU(N)$-bundle over $S^r$
532,usg_spectral_notions,0.5000,1,"Gapped, gapless, spectral gap and ground state energy density in the thermodynamic limit"
533,LinearOptimization_FinitelyGeneratedSet,0.4951,4,Finitely generated set
534,Erdos9796Counting_IsoscelesCount,0.4950,7,Counting transfer definition Erdos9796Counting_IsoscelesCount
535,mm_transport,0.4929,4,The transportation metric and path metrics
536,CTensorOneHOneCertificate,0.4894,1,"Finite C-tensor certificate over $\langle 1,H,1\rangle$"
537,KN_SeededHorizontalPadicLFunctionV2,0.4870,4,Seeded horizontal p-adic L-functions with positive-density support
538,MSKleene_SubstGlobal,0.4709,2,Global substitution operator
539,P2M_Util,0.4691,4,P2M helper commands (scope and alias plumbing)
540,eulerMascheroni_padeDecay,0.4653,3,Common denominators with the decay rate required by the norm–Padé argument
541,mme_TypeGrading_kron,0.4652,4,Kronecker products of finite internal tensor gradings
542,qpr_core_28,0.4532,4,The rounded strategy extracted from a rounding context
543,groverIterate,0.4500,2,Grover iterate
544,klucbFeasibilityFailureCount,0.4399,3,KL-UCB feasibility failure counts
545,mme_dwz_q6_112_exact_profile_data,0.4382,1,DWZ q=6 enhanced-112 coupled-to-canonical grade translation
546,sgl_amplification_counting,0.4367,2,
547,sgl_coeff,0.4367,1,
548,sgl_power_uniform,0.4367,1,
549,sgl_seed,0.4367,1,
550,sgl_tail,0.4367,1,
551,sgl_vote_bridge,0.4367,1,
552,sgl_finite_override_delegate,0.4357,1,
553,LinearOptimization_SimplexPivot,0.4290,4,Simplex method iteration (pivot) and the lexicographic pivoting rule
554,TaoFivePrimes_SmoothedExpSum,0.4079,1,"Tao's smoothed exponential sum $S_{\eta,q_0}(x,\alpha)$"
555,CTensorOneHOneFamilyCertificate,0.4060,5,A modewise-disjoint outer family of finite C-tensors
556,MSKleene_Regular,0.4038,5,The $s$-regular languages $\mathrm{Reg}_s(\mathbf{T}_\Sigma(X))$
557,mme_schonhage_pan_certificate,0.3811,1,Explicit characteristic-free Schönhage–Pan 156-slot certificate
558,erdos390_guarded_fractional_bank,0.3680,1,Joint guarded fractional certificate and correction bank
559,erdos390_source_bank_interface,0.3680,1,"Guarded central anchors, signed banks, and the common-depth construction interface"
560,BunkbedTransfer,0.3673,1,Transfer matrix for Hollom's hypergraph
561,ShiOptrates_Stochastic_VariancePurchase,0.3667,1,$\mathrm{sgdIterations}$ and $\mathrm{variancePurchaseTotal}$: buying variance reduction at a chosen exponent
562,shellFin,0.3603,2,Shell index packaged as a fixed-size Fin type
563,qpr_core_16,0.3590,1,"The exact history flag and the three unnormalized states $\psi$, $\varphi$, $\gamma$"
564,mme_dwz_grouped_allowed_component_words,0.3549,1,Canonically grouped available Table-2 component words
565,mme_dwz_standard_labelled_z_blocks,0.3549,1,Grouped useful-block Z restrictions of the Table-2 standard tensor
566,mme_dwz_table2_useful_block,0.3549,1,Table-2 available small Z-blocks of the standard-form tensor
567,mme_stothers_fixed_outer_profile,0.3540,7,Exact fixed outer profile for the Davie–Stothers fourth-power construction
568,mm_martingale,0.3524,3,Chain martingales and the evolving-set process
569,BunkbedTransferPartial,0.3340,1,A partial sum of the fifteen class products
570,DKFAsymptotics_Assumptions,0.3333,1,Theorem 2 data and assumptions A1–A5
571,RobustOptimization_GRCConic,0.3333,1,"Globalized robust counterparts of conic constraints: norms, distances, the recessive cone, and the function Psi"
572,StochasticLinearBandit,0.3333,1,
573,VectorSpaceOpt_cone_optimization,0.3333,1,Local cone-optimization vocabulary
574,mm_cftp,0.3333,1,Random maps and coupling from the past
575,rayleighQuotient,0.3333,1,Rayleigh quotient
576,mme_subrank_capacity,0.3221,3,
577,mme_laser_value_formula_wz,0.3173,2,
578,mme_recursive_region_hash_loads,0.3093,2,Literal X/Y/Z counts defining a common regional hash scale
579,mme_recursive_region_parent_profiles,0.3093,2,The fixed product-mixture parent profile of a region
580,CircleMethod_singpos,0.3043,14,"Local factors, local solubility, Hensel lifting (singular series positivity)"
581,FLTPrelim_CofixedLine,0.3025,2,Galois-stable cofixed lines in n-torsion of a Weierstrass curve
582,FLTPrelim_ModularRep,0.3025,2,Residual modularity: congruences of Hecke eigenvalues with a curve
583,FLTPrelim_Ramification,0.3025,2,Unramifiedness at a prime of torsion Galois representations
584,eulerScalarEquation,0.3021,2,Explicit scalar differential operator for the Euler E-system
585,BFFPyramidal_cosetPartition,0.2917,2,Coset partitions and their modulus
586,mm_shuffle,0.2830,4,"The four card shuffles: transpositions, riffle, adjacent transpositions, reversals"
587,qpr_core_24,0.2808,1,One-game rounding: the target proposition and the stopped-branch machinery
588,Erdos9796Counting_CircumscribedMECPacket,0.2720,5,Counting transfer definition Erdos9796Counting_CircumscribedMECPacket
589,mme_recursive_regional_CW_data,0.2700,4,Finite CW recursion with independent regions and all six mode roles
590,qpr_core_17,0.2681,3,"The theorem statement, postselection costs, and the locally sampleable law"
591,Geometry_AlmostLosslessMaster,0.2679,2,Aether Catalog definitions — Geometry_AlmostLosslessMaster
592,mm_ising,0.2574,4,"The Ising model, its graphs, and block dynamics"
593,MarkovAsymptoticVariance,0.2516,5,Lagged autocovariances and the asymptotic variance of a Markov chain
594,FormalizedScopeReach_Trials,0.2500,1,The two-stage Bernoulli experiment
595,MagicSquaresNormal3,0.2500,1,Normal order-three magic squares: the surviving parameter pairs
596,Erdos9796FiniteNine_N8Interface,0.2499,10,Finite-nine N4/N8 endpoint interface
597,LinearOptimization_RecessionCone,0.2496,3,"Polyhedral cone, recession cone, and extreme rays"
598,OpenGA_SurgeryAreaEvolutionData,0.2440,2,Surgery profiles with uniform area evolution
599,qpr_core_15,0.2363,1,"Random orderings, forward seeds, and the exact reveal history"
600,RandomFourierRotation,0.2361,2,Random Fourier Rotation estimator
601,sgl_lautemann_bridge,0.2357,4,
602,OpenGA_ExtinctionWidthControl,0.2338,4,Uniform width control of nonempty component slices
603,bp_FreyPackage,0.2303,1,
604,Freiman_paddedCopies,0.2281,1,Concatenation of padded finite models
605,mm_cutoff,0.2125,3,"Cutoff, cutoff windows, and lamplighter chains"
606,VectorSpaceOpt_coneConvexOn,0.2000,1,VectorSpaceOpt.ConeConvexOn
607,VectorSpaceOpt_lagrangeDualValue,0.2000,1,VectorSpaceOpt.lagrangeDualValue
608,sgl_block_counting,0.1867,1,
609,sgl_casc_final,0.1867,1,
610,sgl_clean_agree,0.1867,1,
611,sgl_clock_poly,0.1867,1,
612,sgl_clog_loop,0.1867,1,
613,sgl_dpt_congr,0.1867,1,Polynomial-time decidability is invariant under pointwise equivalence
614,sgl_first_halt,0.1867,1,
615,sgl_machine_time_padding,0.1867,1,Machine correctness is preserved under larger time bounds
616,sgl_mul_loop,0.1867,1,
617,sgl_poly_bounds,0.1867,1,
618,sgl_provision,0.1867,1,
619,sgl_verdict_write,0.1867,1,
620,TreatmentLocality,0.1802,1,The single-state-treatment (SST) experiment model
621,mme_integer_regional_CW_recipe,0.1801,3,Integer regional recipes with computed extraction counts
622,OpenGA_WidthExtinctionTime,0.1789,2,The explicit width extinction deadline
623,qpr_core_25,0.1697,1,The one-scale rounded strategy and the three comparison vectors
624,Erdos9796FiniteNine_N4dPackets,0.1674,5,Finite-nine N4d packet and core-support interface
625,mme_kronFin_family_mode_map_basis_data,0.1669,4,Factorwise maps on finite Kronecker families with exact basis semantics
626,LeanEval_NumberTheory_LagariasElementaryCriterion,0.1667,1,Lagarias elementary criterion (exact LeanEval definition)
627,ShiOptrates_Spider,0.1667,1,"The SPIDER schedule: epoch lengths, accuracy targets, and the classical/quantum query totals"
628,MarkovChainCLT_centeredIndicatorLp,0.1632,2,Centered event indicator in real $L^2$
629,LinearOptimization_OptimalBasis,0.1623,2,Optimal basis
630,mm_continuous,0.1484,2,Heat kernels and product chains
631,LogConcaveOn,0.1429,1,Log-concave function on a set
632,MSKleene_AuxLang,0.1400,2,"Recognition context and the auxiliary languages $L_u(C,K,l)$"
633,mme_dwz_cw_square_fine_split_grading,0.1364,1,Fine two-half grading of the Coppersmith–Winograd square
634,ConvexOptimization_IsDampedNewtonSequence,0.1250,1,Damped Newton iteration with backtracking
635,Erdos9796FiniteNine_N4dFormBBranchSupport,0.1195,2,Finite-nine N4d Form B branch-support interface
636,CannonFloydParry_Presentations,0.1111,1,Cannon–Floyd–Parry §3: the presented groups $F_1$ and $F_2$
637,ConvexOptimization_IsDampedNewtonRunOn,0.0909,1,Domain-confined backtracking line search and damped Newton run
638,Vino_vaughan,0.0800,1,"Vaughan's identity: truncations, bilinear sums, dyadic blocks"
639,Hirsch_clf,0.0769,1,Connected layer families (EHRR abstraction of polytope graphs)
640,LinearOptimization_AugmentingPath,0.0714,1,Augmenting path and the Ford–Fulkerson algorithm
641,LinearOptimization_Cut,0.0714,1,$s$-$t$ cut and its capacity
642,qpr_core_26,0.0697,2,"Explicit rate constants, trivial strategies, and the rounding context"
643,ConsistentBanditPolicy,0.0667,1,
644,Hirsch_recursive_projective_products,0.0625,1,Recursive positive projective product geometry certificates
645,LinearOptimization_OptimalCostFunction,0.0625,1,Optimal cost as a function of the right-hand side and of the cost vector
646,LinearOptimization_Subgradient,0.0625,1,Subgradient of a convex function
647,sgl_cover_lemmas,0.0440,1,The two cover lemmas
648,Vino_threeprimes,0.0277,2,"Three primes: Siegel--Walfisz, Farey arcs, singular series and integral"
649,TreatmentLocalityEstimator,0.0135,1,"A/B vs. information-sharing statistics, differentiable estimators, and asymptotic covariance matrices"
